yarn_tensile_strength,yarn_elongation_at_break,yarn_hairiness_index,twist_per_meter,yarn_linear_density_dtex,loom_rpm,loom_tension_variation,ambient_relative_humidity,ambient_temperature_c,weft_insertion_rate,defect_class,defect_name
14.71,8.01,6.5,428.4,2004.3,556.9,41.1,54.5,25.2,631.8,0,YARN_BREAKAGE
23.59,18.73,2.95,542.0,2610.1,669.0,30.81,68.8,26.9,697.5,2,JACQUARD_PATTERN_SHIFT
15.01,9.91,7.74,432.3,2505.0,627.5,43.73,60.9,27.2,533.2,0,YARN_BREAKAGE
29.82,17.88,3.78,349.3,2739.2,710.3,24.17,63.6,25.8,591.8,2,JACQUARD_PATTERN_SHIFT
12.65,9.43,4.4,545.1,2113.7,719.6,37.67,57.1,26.4,472.3,0,YARN_BREAKAGE
12.59,8.23,7.35,495.3,2052.5,662.6,42.17,54.1,27.5,519.7,0,YARN_BREAKAGE
16.0,12.49,9.09,379.2,2109.8,589.7,23.59,38.0,38.3,514.6,1,OIL_STAIN
20.95,14.07,9.58,457.8,2001.8,523.4,22.39,36.8,29.7,442.6,1,OIL_STAIN
26.13,16.33,10.91,419.2,2001.7,525.7,27.33,35.7,35.8,500.3,1,OIL_STAIN
27.13,20.45,10.84,409.4,1963.1,685.6,23.67,45.4,39.8,536.8,1,OIL_STAIN
19.06,5.91,4.1,401.7,2316.7,646.6,58.2,70.1,29.3,562.3,0,YARN_BREAKAGE
29.08,11.4,2.46,375.8,2392.7,683.4,37.96,57.3,18.1,638.6,2,JACQUARD_PATTERN_SHIFT
23.53,12.62,7.11,458.4,2318.1,611.4,25.43,35.8,32.7,591.6,1,OIL_STAIN
13.17,5.89,4.62,398.5,2085.5,562.8,41.71,49.6,23.9,548.6,0,YARN_BREAKAGE
20.84,20.51,8.39,514.4,2243.9,655.4,32.54,40.8,38.5,544.6,1,OIL_STAIN
15.76,5.26,6.19,415.5,2059.6,606.8,45.0,62.2,22.8,524.4,0,YARN_BREAKAGE
30.31,13.57,10.84,486.5,2357.5,622.8,20.69,40.9,31.3,506.5,1,OIL_STAIN
26.45,14.14,5.01,281.4,2036.8,598.7,46.94,58.7,22.5,461.0,3,BORDER_SEWING_DEFECT
25.3,12.95,3.08,542.8,2844.9,721.2,22.55,67.4,22.8,619.5,2,JACQUARD_PATTERN_SHIFT
22.94,18.31,6.89,280.2,2026.8,616.4,43.24,51.9,22.3,590.7,3,BORDER_SEWING_DEFECT
22.9,15.81,4.52,262.7,1910.5,580.3,43.08,55.6,24.3,528.3,3,BORDER_SEWING_DEFECT
31.2,18.95,1.68,333.1,2041.2,603.0,45.93,51.8,27.7,459.6,3,BORDER_SEWING_DEFECT
21.1,16.64,11.13,380.6,2056.9,578.8,17.85,41.5,35.2,569.1,1,OIL_STAIN
26.76,13.47,9.64,355.4,2578.9,542.1,17.39,41.2,35.5,555.2,1,OIL_STAIN
15.8,14.3,5.41,272.8,1683.1,531.4,40.71,71.6,28.8,542.6,3,BORDER_SEWING_DEFECT
27.64,14.78,5.17,363.6,2489.8,684.2,31.32,55.4,21.2,627.5,2,JACQUARD_PATTERN_SHIFT
25.33,12.07,7.1,430.1,2805.5,666.9,19.7,55.2,26.5,605.5,2,JACQUARD_PATTERN_SHIFT
12.03,8.56,4.39,405.9,2063.8,596.5,49.16,61.6,31.3,472.8,0,YARN_BREAKAGE
24.18,17.88,9.93,447.1,2326.6,601.1,19.74,46.9,34.4,591.7,1,OIL_STAIN
12.96,4.9,3.19,345.4,2260.3,603.0,51.06,56.7,21.7,514.4,0,YARN_BREAKAGE
28.45,19.45,10.67,573.2,2193.6,576.2,30.92,34.6,35.8,471.7,1,OIL_STAIN
20.84,12.59,5.8,300.4,1973.1,621.0,38.25,60.8,24.4,564.6,3,BORDER_SEWING_DEFECT
23.22,17.25,3.91,452.4,2481.7,772.2,41.25,67.1,24.7,689.5,2,JACQUARD_PATTERN_SHIFT
16.11,8.02,6.84,339.2,2322.3,598.9,49.12,57.5,24.6,533.0,0,YARN_BREAKAGE
28.04,12.65,5.77,277.5,1784.5,570.9,45.56,52.9,32.8,547.9,3,BORDER_SEWING_DEFECT
13.28,21.17,6.64,492.2,2793.1,767.2,25.18,58.2,25.7,604.2,2,JACQUARD_PATTERN_SHIFT
34.52,16.04,4.51,345.5,2462.1,725.6,16.87,62.8,25.6,595.9,2,JACQUARD_PATTERN_SHIFT
22.36,17.63,7.44,300.4,1883.5,633.6,43.56,57.8,23.8,485.7,3,BORDER_SEWING_DEFECT
15.18,9.87,5.19,549.4,2300.4,607.9,39.86,60.4,22.6,546.7,0,YARN_BREAKAGE
26.97,19.16,1.5,429.8,2747.7,672.1,25.61,47.8,20.5,603.2,2,JACQUARD_PATTERN_SHIFT
23.45,13.9,6.18,269.5,1906.0,632.5,39.32,53.3,19.5,514.0,3,BORDER_SEWING_DEFECT
24.11,14.65,7.39,505.5,2148.1,495.4,26.22,42.8,30.7,498.6,1,OIL_STAIN
23.34,11.6,11.42,344.8,2157.3,614.9,23.11,45.0,39.1,566.6,1,OIL_STAIN
23.03,18.37,4.05,304.8,1896.7,639.6,40.37,55.8,18.0,560.4,3,BORDER_SEWING_DEFECT
21.78,18.87,5.23,462.0,2473.4,694.4,36.14,66.5,24.8,640.8,2,JACQUARD_PATTERN_SHIFT
11.23,5.31,4.21,457.4,2272.7,645.2,47.15,63.8,27.4,664.3,0,YARN_BREAKAGE
22.22,17.42,7.71,417.2,2177.3,600.3,30.55,36.5,34.4,518.7,1,OIL_STAIN
18.32,17.27,8.9,405.0,2180.5,643.0,21.2,46.7,34.2,539.7,1,OIL_STAIN
18.68,14.25,8.91,329.1,2286.7,545.1,32.15,32.7,36.3,575.6,1,OIL_STAIN
25.46,11.22,3.45,357.5,2394.8,690.1,29.11,61.6,19.8,603.5,2,JACQUARD_PATTERN_SHIFT
21.16,17.05,3.99,449.9,2636.2,740.3,19.58,62.8,26.6,706.0,2,JACQUARD_PATTERN_SHIFT
18.49,16.52,6.04,399.1,2673.6,706.9,24.03,54.5,22.1,674.1,2,JACQUARD_PATTERN_SHIFT
22.65,14.49,4.34,448.0,2619.1,689.1,35.25,53.5,26.7,700.5,2,JACQUARD_PATTERN_SHIFT
10.89,10.47,4.77,502.0,2032.0,668.1,44.56,51.8,26.8,515.5,0,YARN_BREAKAGE
24.43,20.3,4.53,457.5,2793.6,721.7,29.34,58.1,28.6,649.5,2,JACQUARD_PATTERN_SHIFT
25.97,12.5,4.91,471.8,2627.1,729.2,23.79,72.8,17.5,703.8,2,JACQUARD_PATTERN_SHIFT
26.9,13.95,7.02,468.8,2717.4,683.8,23.53,66.7,27.4,639.4,2,JACQUARD_PATTERN_SHIFT
30.66,22.98,4.78,417.1,2731.8,737.8,17.63,45.9,26.4,642.4,2,JACQUARD_PATTERN_SHIFT
24.54,20.57,3.23,274.4,1771.8,606.0,35.75,54.3,20.0,485.1,3,BORDER_SEWING_DEFECT
23.56,14.93,10.87,467.6,2134.3,666.0,35.38,34.0,29.8,539.1,1,OIL_STAIN
16.38,8.77,6.72,301.6,2158.6,616.1,46.15,55.1,23.5,476.3,0,YARN_BREAKAGE
31.89,21.78,4.98,265.4,2031.5,612.8,36.53,54.0,23.2,441.9,3,BORDER_SEWING_DEFECT
30.46,14.22,8.61,437.4,2230.3,602.4,18.44,44.1,33.2,506.5,1,OIL_STAIN
26.39,13.63,5.69,545.7,2787.7,776.0,15.08,59.2,27.5,708.0,2,JACQUARD_PATTERN_SHIFT
27.33,15.81,5.17,283.8,1927.5,605.4,34.49,62.3,20.6,445.1,3,BORDER_SEWING_DEFECT
24.27,14.56,9.84,501.3,2183.9,544.5,34.2,46.1,31.0,507.4,1,OIL_STAIN
15.51,6.76,4.01,357.2,2184.3,663.8,42.93,56.8,24.5,522.3,0,YARN_BREAKAGE
11.24,7.66,6.09,383.9,2148.8,635.0,52.08,65.1,25.0,531.5,0,YARN_BREAKAGE
21.72,14.73,10.93,425.0,1982.4,625.2,21.35,40.6,35.0,541.9,1,OIL_STAIN
26.07,19.77,4.09,459.0,2751.1,759.4,37.46,62.3,24.5,675.2,2,JACQUARD_PATTERN_SHIFT
12.14,5.02,7.2,415.2,2288.5,671.3,42.3,73.3,24.2,455.1,0,YARN_BREAKAGE
35.86,17.11,2.38,307.1,1678.7,524.4,44.8,45.6,25.8,571.2,3,BORDER_SEWING_DEFECT
35.35,12.02,8.11,404.1,2153.1,527.8,34.23,38.8,38.8,455.5,1,OIL_STAIN
13.99,10.68,6.51,385.9,2268.2,626.9,50.97,69.8,28.4,507.0,0,YARN_BREAKAGE
20.34,15.23,4.87,435.3,2676.9,666.3,29.55,54.7,22.3,613.4,2,JACQUARD_PATTERN_SHIFT
17.08,8.37,6.6,452.2,2134.7,581.9,50.67,56.4,26.5,489.4,0,YARN_BREAKAGE
16.2,9.51,2.5,589.4,2283.6,667.0,43.17,59.1,23.5,511.8,0,YARN_BREAKAGE
16.8,14.21,9.63,314.3,2018.2,626.0,25.97,46.0,39.0,522.5,1,OIL_STAIN
13.8,6.39,3.51,465.0,2027.4,547.4,48.15,64.3,22.9,502.4,0,YARN_BREAKAGE
26.75,14.62,3.52,472.0,2416.2,748.8,10.94,67.7,22.9,633.4,2,JACQUARD_PATTERN_SHIFT
15.58,6.41,4.47,430.4,2111.3,624.1,44.93,57.6,31.8,438.0,0,YARN_BREAKAGE
16.94,6.13,4.02,414.3,2112.5,664.8,37.12,56.3,20.4,536.3,0,YARN_BREAKAGE
17.9,7.53,11.5,438.9,2233.4,632.4,8.0,37.2,34.7,525.2,1,OIL_STAIN
14.1,10.16,7.33,308.4,2032.9,594.1,57.79,49.3,28.0,605.1,0,YARN_BREAKAGE
14.26,5.96,6.3,455.5,1999.8,582.1,52.94,56.1,23.2,497.6,0,YARN_BREAKAGE
17.35,5.18,4.51,414.3,2098.6,606.8,54.37,53.8,23.7,529.3,0,YARN_BREAKAGE
19.42,17.13,3.71,407.3,2645.4,744.1,30.26,59.2,16.9,682.5,2,JACQUARD_PATTERN_SHIFT
24.81,27.13,4.35,311.3,1923.5,591.5,44.32,55.9,23.4,627.0,3,BORDER_SEWING_DEFECT
12.89,9.46,5.51,280.2,2299.4,620.3,54.63,58.3,24.8,518.7,0,YARN_BREAKAGE
26.8,17.04,4.33,534.7,2646.7,741.0,21.85,61.4,27.0,691.1,2,JACQUARD_PATTERN_SHIFT
15.07,9.53,6.1,360.7,2187.1,619.5,47.5,55.5,24.3,609.0,0,YARN_BREAKAGE
30.61,13.15,5.13,401.9,2543.2,670.8,27.16,46.9,27.5,625.2,2,JACQUARD_PATTERN_SHIFT
26.6,12.13,8.95,398.1,2090.5,598.8,35.35,47.2,29.8,600.3,1,OIL_STAIN
20.26,20.48,4.15,313.7,1850.5,625.4,40.93,52.7,25.3,541.9,3,BORDER_SEWING_DEFECT
24.67,11.02,9.27,369.0,2423.8,649.3,32.84,39.3,32.0,534.8,1,OIL_STAIN
23.08,15.65,10.09,419.5,2209.5,625.5,22.7,36.0,36.3,587.5,1,OIL_STAIN
22.75,18.64,7.64,379.2,2307.5,587.8,24.89,43.6,31.5,542.1,1,OIL_STAIN
14.93,10.24,4.73,368.5,2210.8,653.3,36.08,52.7,27.6,581.6,0,YARN_BREAKAGE
11.3,6.22,7.3,585.4,2551.0,590.5,45.14,47.6,21.1,529.6,0,YARN_BREAKAGE
26.63,14.65,6.9,324.5,1833.1,611.5,40.85,58.8,26.9,586.4,3,BORDER_SEWING_DEFECT
14.49,8.01,4.71,362.4,2032.5,553.8,52.53,55.9,24.1,438.1,0,YARN_BREAKAGE
15.48,7.2,7.7,469.5,2308.0,666.7,38.11,57.2,24.8,597.4,0,YARN_BREAKAGE
22.61,14.97,5.26,382.5,2803.4,696.5,22.4,57.7,23.4,668.4,2,JACQUARD_PATTERN_SHIFT
15.57,9.08,6.37,384.8,1996.9,633.5,48.37,62.8,23.6,459.7,0,YARN_BREAKAGE
18.47,15.07,5.84,417.2,2730.5,708.7,26.04,49.1,22.6,655.8,2,JACQUARD_PATTERN_SHIFT
23.48,18.0,5.26,268.3,1928.6,629.3,34.43,53.4,23.7,515.8,3,BORDER_SEWING_DEFECT
20.58,18.07,10.83,446.0,2416.9,630.8,30.46,44.5,37.2,507.6,1,OIL_STAIN
16.59,5.12,4.36,428.2,2392.1,626.2,50.11,59.7,24.3,550.8,0,YARN_BREAKAGE
17.35,5.78,3.38,374.9,1889.9,644.9,34.57,67.6,25.8,512.5,0,YARN_BREAKAGE
24.49,17.04,9.36,446.2,2222.9,656.1,19.73,45.4,34.3,530.4,1,OIL_STAIN
15.55,5.66,2.47,460.1,2222.6,560.9,53.04,69.6,30.5,521.5,0,YARN_BREAKAGE
26.5,16.41,5.67,266.7,1728.1,637.1,41.28,57.1,20.6,505.3,3,BORDER_SEWING_DEFECT
30.35,4.0,3.14,336.2,2013.1,540.2,37.08,52.4,25.2,531.2,3,BORDER_SEWING_DEFECT
15.82,4.97,6.7,419.2,2138.0,675.8,48.8,61.4,29.8,456.7,0,YARN_BREAKAGE
26.65,14.56,6.03,331.7,1780.4,622.6,36.47,63.1,21.4,525.2,3,BORDER_SEWING_DEFECT
25.82,20.65,1.5,343.8,2659.1,686.7,23.34,62.7,27.2,625.7,2,JACQUARD_PATTERN_SHIFT
21.37,19.04,6.63,458.8,2530.7,721.4,19.22,53.4,23.7,678.6,2,JACQUARD_PATTERN_SHIFT
15.54,7.84,4.85,468.3,2406.0,663.4,42.42,57.3,22.5,426.5,0,YARN_BREAKAGE
25.63,17.33,5.98,368.5,2433.7,723.7,28.19,59.3,24.0,629.8,2,JACQUARD_PATTERN_SHIFT
11.23,10.92,4.37,345.2,2259.7,627.6,48.81,56.2,28.8,490.4,0,YARN_BREAKAGE
23.54,23.42,8.13,297.3,2137.8,667.6,23.36,36.1,29.6,574.3,1,OIL_STAIN
28.42,22.28,7.52,524.9,2184.6,599.2,33.34,39.7,31.2,521.7,1,OIL_STAIN
15.2,7.48,4.07,479.1,2299.4,569.0,39.51,56.8,25.3,464.4,0,YARN_BREAKAGE
15.39,17.01,5.01,272.3,1779.2,618.3,37.78,57.1,19.6,580.6,3,BORDER_SEWING_DEFECT
12.97,6.85,4.19,440.0,2171.3,602.1,56.56,62.4,24.0,607.8,0,YARN_BREAKAGE
16.84,16.04,5.64,531.2,2539.4,692.9,25.95,66.7,21.8,655.8,2,JACQUARD_PATTERN_SHIFT
22.65,23.13,7.77,425.9,2501.1,703.2,29.13,72.4,28.7,625.2,2,JACQUARD_PATTERN_SHIFT
25.36,16.58,4.13,288.9,1695.4,575.0,44.29,62.9,26.6,483.2,3,BORDER_SEWING_DEFECT
18.29,12.3,8.92,438.4,2170.4,707.6,23.93,44.0,39.4,504.8,1,OIL_STAIN
25.39,17.02,8.82,407.6,2374.8,572.0,30.53,46.4,38.8,469.0,1,OIL_STAIN
26.85,16.62,5.79,494.1,2796.0,718.4,23.47,61.6,26.5,682.6,2,JACQUARD_PATTERN_SHIFT
11.76,7.94,4.67,455.4,2232.1,662.9,54.81,56.9,27.1,569.9,0,YARN_BREAKAGE
20.48,10.86,4.13,424.3,2625.7,712.8,25.16,63.0,21.2,681.6,2,JACQUARD_PATTERN_SHIFT
15.46,10.61,1.78,420.5,2534.1,598.0,57.83,42.8,22.8,482.6,0,YARN_BREAKAGE
31.01,15.14,4.53,383.3,2626.9,670.8,10.63,56.6,27.7,639.3,2,JACQUARD_PATTERN_SHIFT
24.78,20.94,6.35,405.7,2658.1,753.5,25.26,48.3,22.4,692.1,2,JACQUARD_PATTERN_SHIFT
29.44,14.5,7.72,363.0,2784.4,692.9,29.46,49.9,25.3,636.8,2,JACQUARD_PATTERN_SHIFT
23.03,13.9,3.35,407.9,2717.9,750.7,33.44,43.1,16.0,647.1,2,JACQUARD_PATTERN_SHIFT
17.18,10.56,8.96,452.0,2048.4,583.5,29.29,44.1,38.8,512.0,1,OIL_STAIN
25.96,15.67,1.5,319.6,2799.9,748.6,34.03,54.0,16.0,682.9,2,JACQUARD_PATTERN_SHIFT
16.25,10.21,6.98,373.5,2116.8,575.8,54.43,43.6,28.0,542.2,0,YARN_BREAKAGE
32.52,15.44,6.97,339.2,1697.9,625.6,40.38,57.5,21.2,544.4,3,BORDER_SEWING_DEFECT
15.47,5.55,4.19,449.6,2547.1,657.3,36.3,58.1,19.8,517.7,0,YARN_BREAKAGE
17.84,16.48,4.38,458.9,2745.1,681.5,8.0,66.4,29.1,594.1,2,JACQUARD_PATTERN_SHIFT
34.25,13.32,5.87,459.9,2492.5,715.3,17.5,62.9,25.2,661.6,2,JACQUARD_PATTERN_SHIFT
11.84,7.69,4.32,427.7,2340.4,698.1,46.5,51.1,24.5,556.7,0,YARN_BREAKAGE
22.31,18.95,9.02,305.0,2157.0,593.5,26.62,47.8,34.9,556.9,1,OIL_STAIN
13.97,9.92,4.27,417.8,2209.3,590.4,49.31,40.9,25.5,461.9,0,YARN_BREAKAGE
11.78,9.4,6.15,388.2,2009.3,621.0,38.4,65.3,21.9,504.2,0,YARN_BREAKAGE
28.12,17.19,9.23,385.9,1893.2,648.8,36.42,35.6,34.6,579.6,1,OIL_STAIN
11.61,5.67,2.99,326.1,2010.6,672.5,36.02,64.4,16.7,552.6,0,YARN_BREAKAGE
26.55,19.17,8.53,444.5,2164.8,578.9,14.61,33.7,29.8,513.1,1,OIL_STAIN
11.73,4.62,6.79,433.0,2546.9,639.5,44.6,68.2,23.1,426.1,0,YARN_BREAKAGE
16.29,6.3,4.98,406.8,1996.0,614.3,44.93,55.1,35.0,515.6,0,YARN_BREAKAGE
16.8,20.27,6.21,307.5,1851.8,626.4,36.46,64.7,22.3,567.7,3,BORDER_SEWING_DEFECT
11.99,4.74,7.27,470.4,2051.9,616.0,54.04,55.4,23.7,486.2,0,YARN_BREAKAGE
26.98,16.09,5.63,500.6,2445.7,775.1,36.44,53.6,26.3,645.9,2,JACQUARD_PATTERN_SHIFT
13.99,6.23,3.2,476.2,2045.3,630.6,39.32,51.6,23.4,540.3,0,YARN_BREAKAGE
15.43,10.22,3.34,457.8,2160.6,682.1,45.67,58.1,16.5,579.6,0,YARN_BREAKAGE
33.0,18.95,6.59,434.1,2474.1,664.5,28.34,62.4,20.4,616.2,2,JACQUARD_PATTERN_SHIFT
12.84,7.97,4.72,419.7,2189.7,659.2,49.58,64.0,25.8,591.9,0,YARN_BREAKAGE
18.52,12.54,5.58,449.2,2584.9,738.4,20.73,51.1,20.9,666.8,2,JACQUARD_PATTERN_SHIFT
31.12,23.16,4.91,413.4,2803.5,668.1,33.61,52.0,24.6,632.8,2,JACQUARD_PATTERN_SHIFT
15.01,7.37,3.28,451.9,2223.4,578.1,52.61,57.1,26.4,501.1,0,YARN_BREAKAGE
18.76,10.75,8.21,313.2,2672.8,636.7,14.27,41.8,35.0,493.7,1,OIL_STAIN
14.85,10.92,5.49,503.4,2358.1,644.5,55.25,64.3,19.2,579.2,0,YARN_BREAKAGE
19.18,6.14,6.13,524.5,2133.3,625.3,43.02,50.1,25.6,520.8,0,YARN_BREAKAGE
16.83,5.07,4.5,475.7,1988.1,666.4,45.77,61.9,23.3,524.6,0,YARN_BREAKAGE
16.92,17.03,4.14,396.3,2526.0,729.1,27.96,59.8,23.8,700.5,2,JACQUARD_PATTERN_SHIFT
30.77,15.03,4.71,310.7,1726.8,573.6,33.03,52.7,27.0,466.1,3,BORDER_SEWING_DEFECT
21.61,13.4,5.84,513.4,2726.2,701.3,33.09,59.7,24.6,613.6,2,JACQUARD_PATTERN_SHIFT
26.93,14.02,5.13,414.2,2490.3,660.4,29.9,50.5,25.1,615.2,2,JACQUARD_PATTERN_SHIFT
23.02,12.01,10.16,453.4,2481.8,651.7,30.1,47.2,38.9,561.3,1,OIL_STAIN
29.53,18.97,3.15,413.5,2713.4,721.9,27.17,62.7,23.2,647.5,2,JACQUARD_PATTERN_SHIFT
26.01,17.68,4.53,534.6,2728.1,703.8,27.35,64.9,24.5,702.6,2,JACQUARD_PATTERN_SHIFT
17.05,8.16,4.74,450.3,2339.2,668.8,47.42,39.1,22.5,599.4,0,YARN_BREAKAGE
14.88,8.19,6.53,427.6,2069.1,663.6,42.11,52.6,23.5,488.3,0,YARN_BREAKAGE
11.11,6.14,5.35,494.7,2321.6,582.2,51.18,68.9,26.1,489.4,0,YARN_BREAKAGE
18.03,13.5,10.92,500.6,2215.6,648.7,28.24,39.5,30.5,466.5,1,OIL_STAIN
10.88,5.82,5.36,490.9,2226.3,598.2,52.0,64.7,24.2,539.5,0,YARN_BREAKAGE
27.04,21.98,4.06,459.2,2671.4,682.9,26.84,47.7,23.5,623.8,2,JACQUARD_PATTERN_SHIFT
25.49,15.34,6.5,280.2,2013.7,602.9,37.11,57.7,27.4,560.5,3,BORDER_SEWING_DEFECT
22.08,24.88,2.45,290.0,1666.1,621.0,35.5,61.4,32.2,617.5,3,BORDER_SEWING_DEFECT
21.97,15.1,5.27,434.6,2743.9,686.8,13.56,61.3,24.1,693.5,2,JACQUARD_PATTERN_SHIFT
11.38,4.53,5.44,489.1,1922.6,614.4,36.32,54.3,25.9,571.8,0,YARN_BREAKAGE
16.49,19.22,7.86,287.9,1817.4,652.4,42.45,57.7,19.2,501.8,3,BORDER_SEWING_DEFECT
19.77,17.75,7.54,301.8,2177.7,599.7,16.08,41.2,33.5,560.7,1,OIL_STAIN
19.16,11.83,9.52,459.7,2391.7,633.4,34.61,35.9,33.1,525.2,1,OIL_STAIN
16.81,14.44,6.53,404.2,2821.5,772.9,44.47,57.1,21.9,631.4,2,JACQUARD_PATTERN_SHIFT
28.34,13.63,2.83,455.5,2492.4,768.2,20.48,64.0,30.4,662.9,2,JACQUARD_PATTERN_SHIFT
28.93,15.02,3.35,271.8,1843.5,493.6,36.69,53.6,27.0,490.7,3,BORDER_SEWING_DEFECT
10.87,7.11,4.56,474.9,2345.7,687.9,51.02,61.6,24.4,551.6,0,YARN_BREAKAGE
